"LAKE_ID","Characteristic.Name","year","annualav"
"0104JAV0152","PHOSPHORUS",2012,71.0900994562416
"0104JAV0152","PHOSPHORUS",2013,73.3575104826473
"0104JAV0152","PHOSPHORUS",2014,70.2758775930762
"0104JAV0152","PHOSPHORUS",2015,77.352888717945
"0104JAV0152","PHOSPHORUS",2016,68.8094430378841
"0104JAV0152","PHOSPHORUS",2017,73.5887491218967
"0104LIM0130","CHLOROPHYLL A",2001,35.0624739830083
"0104LIM0130","CHLOROPHYLL A",2002,59.5785191624078
"0104LIM0130","CHLOROPHYLL A",2005,60.1948973121366
"0104LIM0130","CHLOROPHYLL A",2011,41.2396556797604
"0104LIM0130","CHLOROPHYLL A",2012,54.1648835502871
"0104LIM0130","CHLOROPHYLL A",2013,46.8446036724439
"0104LIM0130","CHLOROPHYLL A",2014,55.6884720735503
"0104LIM0130","CHLOROPHYLL A",2016,48.4032417743001
"0104LIM0130","CHLOROPHYLL A",2017,57.1969075959193
"0104LIM0130","PHOSPHORUS",2001,43.3849970427731
"0104LIM0130","PHOSPHORUS",2002,42.1173255472202
"0104LIM0130","PHOSPHORUS",2005,43.1058627747517
"0104LIM0130","PHOSPHORUS",2009,46.8347154830343
"0104LIM0130","PHOSPHORUS",2011,42.4831662866541
"0104LIM0130","PHOSPHORUS",2012,51.1382291064898
"0104LIM0130","PHOSPHORUS",2013,50.4495011917849
"0104LIM0130","PHOSPHORUS",2014,44.0516968309154
"0104LIM0130","PHOSPHORUS",2016,44.5819908821781
"0104LIM0130","PHOSPHORUS",2017,47.0719550865105
"0104MOO0146","PHOSPHORUS",2005,47.2035335416411
"0104SKI0141","DEPTH, SECCHI DISK DEPTH",2001,50.0117491281312
"0104SKI0141","PHOSPHORUS",2001,45.0049364212906
"0104SUC0132","CHLOROPHYLL A",2010,88.2540541180698
"0104SUC0132","DEPTH, SECCHI DISK DEPTH",2010,81.1780307285493
"0104SUC0132","PHOSPHORUS",2010,85.4550743317926
"0104TIM5635","CHLOROPHYLL A",2005,65.0459594207701
"0104TIM5635","CHLOROPHYLL A",2011,69.2822691252409
"0104TIM5635","DEPTH, SECCHI DISK DEPTH",2005,52.3536469021941
"0104TIM5635","DEPTH, SECCHI DISK DEPTH",2011,57.697138092766
"0104TIM5635","PHOSPHORUS",2011,61.8071770323501
"0105BRO0160K","CHLOROPHYLL A",2006,55.6886153645593
"0105BRO0160K","CHLOROPHYLL A",2016,52.3651588095144
"0105BRO0160K","DEPTH, SECCHI DISK DEPTH",2006,51.3029805114428
"0105BRO0160K","DEPTH, SECCHI DISK DEPTH",2016,61.1609903457901
"0105BRO0160K","PHOSPHORUS",2006,46.4729842977717
"0105BRO0160K","PHOSPHORUS",2016,37.9878354664709
"0105BUR0162","PHOSPHORUS",2005,44.5744566926722
"0105EMU0144","CHLOROPHYLL A",2011,57.3678170210723
"0105EMU0144","DEPTH, SECCHI DISK DEPTH",2011,43.6964955734132
"0105EMU0144","PHOSPHORUS",2011,42.1018370747704
"0105FRE0160","CHLOROPHYLL A",2006,42.3882684785351
"0105FRE0160","CHLOROPHYLL A",2016,32.6777796672423
"0105FRE0160","DEPTH, SECCHI DISK DEPTH",2006,48.4438359314436
"0105FRE0160","DEPTH, SECCHI DISK DEPTH",2016,41.5953666444105
"0105FRE0160","PHOSPHORUS",2006,41.1365697345954
"0105FRE0160","PHOSPHORUS",2016,27.0215461069698
"0105MIN0165A","CHLOROPHYLL A",2015,7.39190530270028
"0105MIN0165A","DEPTH, SECCHI DISK DEPTH",2015,59.2969337343185
"0105MIN0165A","PHOSPHORUS",2015,39.2427045848745
"0105SIL0157","DEPTH, SECCHI DISK DEPTH",2001,58.6265803090197
"0105SIL0157","PHOSPHORUS",2001,44.1307293746976
"0201ALL5357","CHLOROPHYLL A",2006,69.1014307645607
"0201ALL5357","CHLOROPHYLL A",2007,44.041806048459
"0201ALL5357","CHLOROPHYLL A",2017,71.3978140237181
"0201ALL5357","DEPTH, SECCHI DISK DEPTH",2006,53.227247702569
"0201ALL5357","DEPTH, SECCHI DISK DEPTH",2007,56.6657821094438
"0201ALL5357","DEPTH, SECCHI DISK DEPTH",2017,54.6450018861296
"0201ALL5357","PHOSPHORUS",2007,63.7373221288063
"0201ALL5357","PHOSPHORUS",2017,46.86227437003
"0201ALM5535","CHLOROPHYLL A",2011,86.7494472818229
"0201ALM5535","CHLOROPHYLL A",2012,89.0687639229119
"0201ALM5535","DEPTH, SECCHI DISK DEPTH",2012,74.5855823343166
"0201ALM5535","PHOSPHORUS",2011,85.1961804836413
"0201ALM5535","PHOSPHORUS",2012,84.2265278720349
"0201CAS0109C","CHLOROPHYLL A",2006,51.7667480997796
"0201CAS0109C","CHLOROPHYLL A",2012,76.9975171504315
"0201CAS0109C","DEPTH, SECCHI DISK DEPTH",2006,53.227247702569
"0201CAS0109C","DEPTH, SECCHI DISK DEPTH",2007,55.8918721690586
"0201CAS0109C","DEPTH, SECCHI DISK DEPTH",2012,57.3727463665991
"0201CAS0109C","PHOSPHORUS",2006,45.6680417542377
"0201CAS0109C","PHOSPHORUS",2007,57.0093052524399
"0201CAS0109C","PHOSPHORUS",2012,51.9042201921283
"0201CUB0115","CHLOROPHYLL A",2000,61.5069584718127
"0201CUB0115","CHLOROPHYLL A",2002,34.8379418539443
"0201CUB0115","CHLOROPHYLL A",2003,57.5679827456873
"0201CUB0115","CHLOROPHYLL A",2004,53.3363583938431
"0201CUB0115","CHLOROPHYLL A",2005,49.2281275365199
"0201CUB0115","CHLOROPHYLL A",2006,60.1913456064029
"0201CUB0115","CHLOROPHYLL A",2007,50.1934753122873
"0201CUB0115","CHLOROPHYLL A",2008,35.4916404839852
"0201CUB0115","CHLOROPHYLL A",2009,27.6606758434843
"0201CUB0115","CHLOROPHYLL A",2010,35.3932582021752
"0201CUB0115","CHLOROPHYLL A",2011,49.7833466830024
"0201CUB0115","CHLOROPHYLL A",2012,44.4032631499015
"0201CUB0115","CHLOROPHYLL A",2013,53.3640635997504
"0201CUB0115","CHLOROPHYLL A",2014,59.654955032846
"0201CUB0115","CHLOROPHYLL A",2015,56.9457070029028
"0201CUB0115","CHLOROPHYLL A",2016,53.4811992062106
"0201CUB0115","CHLOROPHYLL A",2017,62.1899727501537
"0201CUB0115","DEPTH, SECCHI DISK DEPTH",2001,42.3952298292618
"0201CUB0115","DEPTH, SECCHI DISK DEPTH",2002,50.5929613697322
"0201CUB0115","PHOSPHORUS",2000,47.3513419436092
"0201CUB0115","PHOSPHORUS",2002,46.2495954899161
"0201CUB0115","PHOSPHORUS",2003,47.6821309213005
"0201CUB0115","PHOSPHORUS",2004,47.1991374598746
"0201CUB0115","PHOSPHORUS",2005,40.2464903663111
"0201CUB0115","PHOSPHORUS",2006,44.317102024233
"0201CUB0115","PHOSPHORUS",2007,48.2768204793777
"0201CUB0115","PHOSPHORUS",2008,43.385206539271
"0201CUB0115","PHOSPHORUS",2009,46.3209114283944
"0201CUB0115","PHOSPHORUS",2010,46.8400051038241
"0201CUB0115","PHOSPHORUS",2011,42.6415592264629
"0201CUB0115","PHOSPHORUS",2012,45.1173331842831
"0201CUB0115","PHOSPHORUS",2013,46.6682736606664
"0201CUB0115","PHOSPHORUS",2014,46.8348019405395
"0201CUB0115","PHOSPHORUS",2015,45.0512143636621
"0201CUB0115","PHOSPHORUS",2016,45.5210927340509
"0201CUB0115","PHOSPHORUS",2017,46.0662975754565
"0201HAR0110A","CHLOROPHYLL A",2016,48.2043674664778
"0201HAR0110A","DEPTH, SECCHI DISK DEPTH",2016,44.6575182799391
"0201HAR0110A","PHOSPHORUS",2016,45.505102167476
"0201LIN0097A","CHLOROPHYLL A",2011,90.5936077278219
"0201LIN0097A","CHLOROPHYLL A",2012,72.8052104362155
"0201LIN0097A","DEPTH, SECCHI DISK DEPTH",2011,73.2037494463066
"0201LIN0097A","DEPTH, SECCHI DISK DEPTH",2012,59.1725239020827
"0201LIN0097A","PHOSPHORUS",2011,68.762272351735
"0201LIN0097A","PHOSPHORUS",2012,59.9323417014017
"0201QUA5359","CHLOROPHYLL A",2016,61.7785337843787
"0201QUA5359","CHLOROPHYLL A",2017,50.836822621058
"0201QUA5359","DEPTH, SECCHI DISK DEPTH",2016,46.7962505536934
"0201QUA5359","DEPTH, SECCHI DISK DEPTH",2017,47.4541662074517
"0201QUA5359","PHOSPHORUS",2009,32.0025387553183
"0201QUA5359","PHOSPHORUS",2016,40.0496327607052
"0201QUA5359","PHOSPHORUS",2017,35.9485148805088
"0201RED0095B","CHLOROPHYLL A",2016,56.5329858522718
"0201RED0095B","CHLOROPHYLL A",2017,58.1225905985503
"0201RED0095B","DEPTH, SECCHI DISK DEPTH",2016,50.0117491281312
"0201RED0095B","DEPTH, SECCHI DISK DEPTH",2017,51.7367795150626
"0201RED0095B","PHOSPHORUS",2009,46.902145965972
"0201RED0095B","PHOSPHORUS",2013,41.3156439504848
"0201RED0095B","PHOSPHORUS",2016,41.7872064113397
"0201RED0095B","PHOSPHORUS",2017,43.3898985753586
"0201SCI0090B","CHLOROPHYLL A",2017,53.4449332837
"0201SCI0090B","DEPTH, SECCHI DISK DEPTH",2017,51.6533281743245
"0201SCI0090B","PHOSPHORUS",2009,35.0097540776162
"0201SCI0090B","PHOSPHORUS",2016,43.0065239467044
"0201SCI0090B","PHOSPHORUS",2017,41.4355002758282
"0202BEA0131","CHLOROPHYLL A",2006,67.749760286248
"0202BEA0131","CHLOROPHYLL A",2012,78.7579939627079
"0202BEA0131","CHLOROPHYLL A",2017,61.1132025659757
"0202BEA0131","DEPTH, SECCHI DISK DEPTH",2006,58.4807101797392
"0202BEA0131","DEPTH, SECCHI DISK DEPTH",2012,55.2906277185096
"0202BEA0131","DEPTH, SECCHI DISK DEPTH",2017,49.3544948157732
"0202BEA0131","PHOSPHORUS",2006,56.334380763768
"0202BEA0131","PHOSPHORUS",2012,52.6395881728256
"0202BEA0131","PHOSPHORUS",2017,46.6249508180573
"0202CHA0122","CHLOROPHYLL A",2000,71.0929172592867
"0202CHA0122","CHLOROPHYLL A",2001,75.2209540304232
"0202CHA0122","CHLOROPHYLL A",2002,63.8877085730598
"0202CHA0122","CHLOROPHYLL A",2003,71.8288509548459
"0202CHA0122","CHLOROPHYLL A",2004,73.2239535970731
"0202CHA0122","CHLOROPHYLL A",2005,68.8109109094601
"0202CHA0122","CHLOROPHYLL A",2006,78.9782494255085
"0202CHA0122","CHLOROPHYLL A",2007,79.8903167996931
"0202CHA0122","CHLOROPHYLL A",2008,69.1589202992434
"0202CHA0122","CHLOROPHYLL A",2009,73.7506541645328
"0202CHA0122","CHLOROPHYLL A",2010,85.091101419678
"0202CHA0122","CHLOROPHYLL A",2011,72.8643761122798
"0202CHA0122","CHLOROPHYLL A",2012,75.8926362773582
"0202CHA0122","CHLOROPHYLL A",2013,78.263697439441
"0202CHA0122","CHLOROPHYLL A",2014,76.5599094170042
"0202CHA0122","CHLOROPHYLL A",2015,71.7188407559885
"0202CHA0122","CHLOROPHYLL A",2016,68.0845894158486
"0202CHA0122","CHLOROPHYLL A",2017,76.0650352099743
"0202CHA0122","DEPTH, SECCHI DISK DEPTH",2005,53.2307303847136
"0202CHA0122","PHOSPHORUS",2000,52.9882538225879
"0202CHA0122","PHOSPHORUS",2001,53.1411449267476
"0202CHA0122","PHOSPHORUS",2002,52.3751642609132
"0202CHA0122","PHOSPHORUS",2003,58.2655399560282
"0202CHA0122","PHOSPHORUS",2004,61.8837771259042
"0202CHA0122","PHOSPHORUS",2005,56.5185777449049
"0202CHA0122","PHOSPHORUS",2006,60.1145107554093
"0202CHA0122","PHOSPHORUS",2007,62.6163642122277
"0202CHA0122","PHOSPHORUS",2008,54.7341660862722
"0202CHA0122","PHOSPHORUS",2009,59.8638132566847
"0202CHA0122","PHOSPHORUS",2010,64.4230346651911
"0202CHA0122","PHOSPHORUS",2011,60.8800416310042
"0202CHA0122","PHOSPHORUS",2012,61.9783650860722
"0202CHA0122","PHOSPHORUS",2013,66.5124889547035
"0202CHA0122","PHOSPHORUS",2014,58.5992798999706
"0202CHA0122","PHOSPHORUS",2015,57.4296873091063
"0202CHA0122","PHOSPHORUS",2016,60.2859550010569
"0202CHA0122","PHOSPHORUS",2017,62.7211474900425
"0202CLY0150","CHLOROPHYLL A",2011,68.5518370747704
"0202CLY0150","CHLOROPHYLL A",2012,96.7140225745495
"0202CLY0150","DEPTH, SECCHI DISK DEPTH",2012,76.2774152521908
"0202CLY0150","PHOSPHORUS",2011,68.843695492973
"0202CLY0150","PHOSPHORUS",2012,75.7920148712511
"0202FIN0153","CHLOROPHYLL A",2000,66.706391445225
"0202FIN0153","CHLOROPHYLL A",2003,52.8812170535207
"0202FIN0153","CHLOROPHYLL A",2004,56.3047641483722
"0202FIN0153","CHLOROPHYLL A",2005,77.0392245579634
"0202FIN0153","CHLOROPHYLL A",2006,41.3326629151032
"0202FIN0153","CHLOROPHYLL A",2007,75.1272855522126
"0202FIN0153","CHLOROPHYLL A",2008,61.3411517656612
"0202FIN0153","CHLOROPHYLL A",2009,53.9855498511359
"0202FIN0153","CHLOROPHYLL A",2010,65.1317454271333
"0202FIN0153","CHLOROPHYLL A",2011,72.4384993866732
"0202FIN0153","CHLOROPHYLL A",2012,76.8866155043548
"0202FIN0153","CHLOROPHYLL A",2013,53.8080946972997
"0202FIN0153","CHLOROPHYLL A",2015,68.9942311496319
"0202FIN0153","PHOSPHORUS",2000,50.3671953462817
"0202FIN0153","PHOSPHORUS",2003,40.2304100503772
"0202FIN0153","PHOSPHORUS",2004,46.8042842484496
"0202FIN0153","PHOSPHORUS",2005,61.0606097331401
"0202FIN0153","PHOSPHORUS",2006,43.5197451175364
"0202FIN0153","PHOSPHORUS",2007,61.4245725953087
"0202FIN0153","PHOSPHORUS",2008,52.6768184694761
"0202FIN0153","PHOSPHORUS",2009,48.8328332197593
"0202FIN0153","PHOSPHORUS",2010,55.9735455378218
"0202FIN0153","PHOSPHORUS",2011,52.4510789178332
"0202FIN0153","PHOSPHORUS",2012,59.8319136270043
"0202FIN0153","PHOSPHORUS",2013,51.2422507032609
"0202FIN0153","PHOSPHORUS",2015,69.9660027427327
"0202LCA0133","CHLOROPHYLL A",2010,59.6549015562195
"0202LCA0133","CHLOROPHYLL A",2017,57.8755857338731
"0202LCA0133","DEPTH, SECCHI DISK DEPTH",2007,47.1054103939329
"0202LCA0133","DEPTH, SECCHI DISK DEPTH",2010,51.2004225728558
"0202LCA0133","DEPTH, SECCHI DISK DEPTH",2017,49.6646481553614
"0202LCA0133","PHOSPHORUS",2007,52.83198646393
"0202LCA0133","PHOSPHORUS",2010,55.0223534362524
"0202LCA0133","PHOSPHORUS",2017,42.4404089463542
"0202MCA0135","CHLOROPHYLL A",2006,74.4607545824793
"0202MCA0135","CHLOROPHYLL A",2007,53.7647043958324
"0202MCA0135","CHLOROPHYLL A",2017,71.8788011742655
"0202MCA0135","DEPTH, SECCHI DISK DEPTH",2006,50.7508855002558
"0202MCA0135","DEPTH, SECCHI DISK DEPTH",2007,60.4230527315538
"0202MCA0135","DEPTH, SECCHI DISK DEPTH",2010,57.9087001965321
"0202MCA0135","DEPTH, SECCHI DISK DEPTH",2017,50.3688648303118
"0202MCA0135","PHOSPHORUS",2006,84.8952579763322
"0202MCA0135","PHOSPHORUS",2007,61.5805058403348
"0202MCA0135","PHOSPHORUS",2017,53.3658324980248
"0202NEW5669","CHLOROPHYLL A",2011,51.633228627327
"0202NEW5669","CHLOROPHYLL A",2012,67.3566876460481
"0202NEW5669","DEPTH, SECCHI DISK DEPTH",2011,54.1572477921613
"0202NEW5669","DEPTH, SECCHI DISK DEPTH",2012,49.0763284126045
"0202NEW5669","PHOSPHORUS",2011,58.7507500629694
"0202NEW5669","PHOSPHORUS",2012,53.9021466932442
"0202UCA0136","CHLOROPHYLL A",2006,53.6631688542922
"0202UCA0136","CHLOROPHYLL A",2007,44.041806048459
"0202UCA0136","CHLOROPHYLL A",2010,59.6549015562195
"0202UCA0136","CHLOROPHYLL A",2017,53.3637762212939
"0202UCA0136","DEPTH, SECCHI DISK DEPTH",2006,40.0234982562624
"0202UCA0136","DEPTH, SECCHI DISK DEPTH",2007,50.0600242413475
"0202UCA0136","DEPTH, SECCHI DISK DEPTH",2010,51.60780006457
"0202UCA0136","DEPTH, SECCHI DISK DEPTH",2017,44.1810202891069
"0202UCA0136","PHOSPHORUS",2006,56.4129962535192
"0202UCA0136","PHOSPHORUS",2007,51.6225279724993
"0202UCA0136","PHOSPHORUS",2010,52.0354403132817
"0202UCA0136","PHOSPHORUS",2017,40.4272207498776
"0202UWB5582","CHLOROPHYLL A",2011,61.4597540776162
"0202UWB5582","PHOSPHORUS",2011,49.3638265936983
"0202UWB5604","CHLOROPHYLL A",2011,67.3629993647467
"0202UWB5604","DEPTH, SECCHI DISK DEPTH",2011,60
"0202UWB5604","PHOSPHORUS",2011,79.5052670349444
"0202WMU0145","CHLOROPHYLL A",2011,69.6500838998939
"0202WMU0145","CHLOROPHYLL A",2012,69.2882367891015
"0202WMU0145","DEPTH, SECCHI DISK DEPTH",2011,49.3086828624497
"0202WMU0145","DEPTH, SECCHI DISK DEPTH",2012,52.0115901204231
"0202WMU0145","PHOSPHORUS",2012,52.4973336060017
"0300ONT0000","DEPTH, SECCHI DISK DEPTH",2000,54.8819434243164
"0301BON0190B","CHLOROPHYLL A",2006,43.9578601250468
"0301BON0190B","CHLOROPHYLL A",2015,47.5962050472465
"0301BON0190B","DEPTH, SECCHI DISK DEPTH",2006,56.4845027340329
"0301BON0190B","DEPTH, SECCHI DISK DEPTH",2015,51.5299941587605
"0301BON0190B","PHOSPHORUS",2006,48.5722589284714
"0301BON0190B","PHOSPHORUS",2015,47.7045268582017
"0301BUC0153","CHLOROPHYLL A",2009,58.9766820260478
"0301BUC0153","CHLOROPHYLL A",2016,82.7711048921708
"0301BUC0153","DEPTH, SECCHI DISK DEPTH",2000,64.9654201047732
"0301BUC0153","DEPTH, SECCHI DISK DEPTH",2016,68.9703593337559
"0301BUC0153","PHOSPHORUS",2000,61.6929469609392
"0301BUC0153","PHOSPHORUS",2009,63.2862628932459
"0301BUC0153","PHOSPHORUS",2016,67.8148767643307
"0301CRA0155","CHLOROPHYLL A",2008,68.6087070693199
"0301CRA0155","CHLOROPHYLL A",2009,82.8069447007013
"0301CRA0155","CHLOROPHYLL A",2016,81.2702323652728
"0301CRA0155","DEPTH, SECCHI DISK DEPTH",2000,63.5047320528136
"0301CRA0155","DEPTH, SECCHI DISK DEPTH",2007,47.3844954947303
"0301CRA0155","DEPTH, SECCHI DISK DEPTH",2008,48.2275745918554
"0301CRA0155","DEPTH, SECCHI DISK DEPTH",2016,70.2730040263128
"0301CRA0155","PHOSPHORUS",2007,59.7909474397248
"0301CRA0155","PHOSPHORUS",2008,47.2933173792492
"0301CRA0155","PHOSPHORUS",2009,59.0548795001711
"0301CRA0155","PHOSPHORUS",2016,62.9273773925561
"0301GLE0167","CHLOROPHYLL A",2015,86.4527289939509
"0301GLE0167","CHLOROPHYLL A",2016,80.4007792407216
"0301GLE0167","DEPTH, SECCHI DISK DEPTH",2015,58.6265803090197
"0301GLE0167","DEPTH, SECCHI DISK DEPTH",2016,58.9623646795941
"0301GLE0167","PHOSPHORUS",2016,59.0019713079884
"0301JDSXXX1","PHOSPHORUS",2015,57.4871254992256
"0301LON0154","CHLOROPHYLL A",2003,49.5748735124791
"0301LON0154","CHLOROPHYLL A",2009,68.1553090522638
"0301LON0154","CHLOROPHYLL A",2010,65.1713656424465
"0301LON0154","CHLOROPHYLL A",2016,91.7071369108445
"0301LON0154","DEPTH, SECCHI DISK DEPTH",2000,76.3128734443292
"0301LON0154","DEPTH, SECCHI DISK DEPTH",2003,42.8971917021556
"0301LON0154","DEPTH, SECCHI DISK DEPTH",2009,47.9977795385052
"0301LON0154","DEPTH, SECCHI DISK DEPTH",2010,47.5834482579507
"0301LON0154","DEPTH, SECCHI DISK DEPTH",2016,71.4851452587407
"0301LON0154","PHOSPHORUS",2000,80.9973736973942
"0301LON0154","PHOSPHORUS",2003,37.5761893509705
"0301LON0154","PHOSPHORUS",2009,64.2313192224428
"0301LON0154","PHOSPHORUS",2010,50.2540312354822
"0301LON0154","PHOSPHORUS",2016,70.334667208876
"0301LON0154","PHOSPHORUS",2017,69.9370998063593
"0302BLI0077","CHLOROPHYLL A",2016,79.4157923233485
"0302BLI0077","DEPTH, SECCHI DISK DEPTH",2016,58.8790661708355
"0302BLI0077","PHOSPHORUS",2016,51.7931454523653
"0302DUR0148A","CHLOROPHYLL A",2016,74.9970704076205
"0302DUR0148A","DEPTH, SECCHI DISK DEPTH",2016,51.4692266241115
"0302DUR0148A","PHOSPHORUS",2016,56.9412688678615
"0302EAS0093","CHLOROPHYLL A",2015,94.4407860554841
"0302EAS0093","CHLOROPHYLL A",2016,78.9106790015668
"0302EAS0093","DEPTH, SECCHI DISK DEPTH",2015,66.2075818208923
"0302EAS0093","DEPTH, SECCHI DISK DEPTH",2016,62.6441239532264
"0302EAS0093","PHOSPHORUS",2015,71.9309268747267
"0302EAS0093","PHOSPHORUS",2016,57.9868357307033
"0302EAS0148E","CHLOROPHYLL A",2016,88.2439281858045
"0302EAS0148E","DEPTH, SECCHI DISK DEPTH",2016,59.310462855164
"0302EAS0148E","PHOSPHORUS",2016,64.9416706941667
"0302HUN0143","CHLOROPHYLL A",2009,51.633228627327
"0302HUN0143","PHOSPHORUS",2009,42.5109425273737
"0302IRO0113","CHLOROPHYLL A",2015,64.6435146961219
"0302IRO0113","CHLOROPHYLL A",2016,64.4650930659102
"0302IRO0113","DEPTH, SECCHI DISK DEPTH",2015,53.6847464452821
"0302IRO0113","DEPTH, SECCHI DISK DEPTH",2016,58.4881610614025
"0302IRO0113","PHOSPHORUS",2015,53.8529698158229
"0302IRO0113","PHOSPHORUS",2016,53.0353330828627
"0302JUN0068","PHOSPHORUS",2007,50.8517432802104
"0302LAC0132","CHLOROPHYLL A",2017,57.7983216629472
"0302LAC0132","PHOSPHORUS",2017,77.2730059205399
"0302LSO0076","CHLOROPHYLL A",2016,55.4299501688672
"0302LSO0076","DEPTH, SECCHI DISK DEPTH",2016,48.593944892143
"0302LSO0076","PHOSPHORUS",2016,42.9865216088343
"0302POR0089","CHLOROPHYLL A",2009,79.1889103723839
"0302POR0089","CHLOROPHYLL A",2016,76.9916430780149
